author,paintname
Stothard  Thomas, Design for an Illustration to Kearsley’s ‘Odysseus’ (?Telemachus)  Calypso: A Group of Seated Women. Verso: A Man Supporting a Dying Woman
Stothard  Thomas, Sketch for an Illustration to Peter Coxe’s ‘The Social Day’: Four Seated Figures in Contemporary Costume
Stothard  Thomas, Seated Figure after Michelangelo
Stothard  Thomas, Studies of a Seated Woman
Stothard  Thomas, Studies of Children Playing at Soldiers
Stothard  Thomas, Draped Standing Figures
Stothard  Thomas, A Standing Woman
Stothard  Thomas, A Woman with Raised Arm  Half Length
Stothard  Thomas, Dancing Children
Stothard  Thomas, Studies of Kneeling and Recumbent Figures  ?after Raphael. Verso: Sketch
Stothard  Thomas, The Agony in the Garden  ?after Raphael. Verso: Sketch of a Girl Extending her Hand to a Man
Stothard  Thomas, Sketches ?for an Illustration for the ‘Surrender of Calais’: Standing Draped Male Figures. A Group of Women and Children. Seated Male Nudes ?from the Frieze of the Parthenon. Verso: Similar Standing and Seated Figures
Stothard  Thomas, Sketches ?for an Illustration for the ‘Surrender of Calais’: Groups of Various Figures  Captives  Etc. Verso: Sketches of a Couple Embracing
Stothard  Thomas, Sketches ?for an Illustration for the ‘Surrender of Calais’: A Massacre. Verso: Group of Figures in Contemporary Dress
Stothard  Thomas, Female Nude Figures. Verso: Studies of Groups  Perhaps for an Illustration to Milton
Stothard  Thomas, A Nude Female Figure  Standing. Same Figure Repeated  with Another
Stothard  Thomas, Studies of Nude Female Figures Bathing  Dancing  Etc. Verso: Draped Figures with a Harp  the Head of a Faun  Etc.
Stothard  Thomas, Studies of a Woman Bathing
Stothard  Thomas, Studies of a Woman Bathing
Stothard  Thomas, Head and Shoulders of a Woman. Verso: Seated Nude Female Figure
Stothard  Thomas, Designs for Chessmen. Verso: Sketches
Stothard  Thomas, A Putto in an Arabesque  Green Background: ?Design for the Decoration of One of the Lunettes at Buckingham Palace Executed by Bernasconi
Stothard  Thomas, A Putto in an Arabesque  Blue Background: ?Design for the Decoration of One of the Lunettes at Buckingham Palace Executed by Bernasconi
Stothard  Thomas, Dumfries
Stothard  Thomas, Edinburgh  Castle Hill
Stothard  Thomas, Battersea Reach
Stothard  Thomas, Rochester Castle
Stothard  Thomas, Forest Scene
Stothard  Thomas, A Valley
Stothard  Thomas, King John and Constance
Stothard  Thomas, Design for a Monument
Stothard  Thomas, Studies of a Child Embracing its Mother. Verso: Similar Studies
Stothard  Thomas, Christ Teaching His Disciples  and Holding a Child
Stothard  Thomas, A Lady in Distress in a Park  Approached by a Gentleman
Stothard  Thomas, The Base of a Candelabrum (?or Vase)
Stothard  Thomas, Classic Dance
Stothard  Thomas, A Tailpiece  Quiver  Bow and Horn. Vignette to Mosely’s ‘History of Archery’
Stothard  Thomas, Design for a Candelabrum
Stothard  Thomas, A Sheet of Studies  Figures Dancing  Riding  Etc. Verso: Studies for a Picture  an Old Man in ?a Poorhouse  Etc.
Stothard  Thomas, Groups of Dancing Figures. Verso: Studies of Seated and Other Figures
Stothard  Thomas, A Seated Girl
Stothard  Thomas, Lincluden Abbey
Stothard  Thomas, Hawthornedean  Seat of Mr Drummond
Stothard  Thomas, Tilbury Fort Sketched from the Window of the Pope’s Head Tavern  Gravesend
Stothard  Thomas, A Group of Five Maidens
Stothard  Thomas, A Wedding Procession
Stothard  Thomas, A Flute Player  ?from a Greek Relief
Stothard  Thomas, Leander
Stothard  Thomas, A Ruined Abbey
Stothard  Thomas, An Illustration to ‘Sohrab’
Stothard  Thomas, An Illustration to Shakespeare’s ‘King John’: Constance and Arthur
Stothard  Thomas, Hafod
Stothard  Thomas, Thirlmere: Below  Detailed Sketches Showing the Lake and Mountains
Stothard  Thomas, Shore Scene with Shipping. Verso: Hilly Landscape
Stothard  Thomas, Coast Scene: Open Landscape  Houses to Right
Stothard  Thomas, Coast Scene: Unfinished Sketch of Open Landscape
Stothard  Thomas, Coast Scene: Hill Landscape
Stothard  Thomas, View of Skiddaw
Stothard  Thomas, Elcock or Hills Bridge
Stothard  Thomas, Allington Castle on the River Medway  Kent
Stothard  Thomas, A River Bank
Stothard  Thomas, View from Llandinam towards Llaniddloes. Verso: Sketch
Stothard  Thomas, The Sinking of a Man of War
Stothard  Thomas, Illustration to Bell’s ‘Poets’  Scene in Medallion with Cartouches  Etc. Above and Below
Stothard  Thomas, Illustration to Bell’s ‘Poets’  Scene in Medallion with Cartouches  Etc. Above and Below
Stothard  Thomas, The Swing: See Rogers’s ‘Pleasures of Memory’
Stothard  Thomas, A Deathbed Scene
Stothard  Thomas, Scene from ‘Edward’
Stothard  Thomas, View at Chelsea near the Garden of the Apothecaries Company
Stothard  Thomas, Studies of Children
Stothard  Thomas, ‘L’Allegro’; Design for a Pediment
Stothard  Thomas, Design for a Wall Decoration
Stothard  Thomas, The Brobdignagian Dwarf Attempting to Kill Gulliver with Apples
Stothard  Thomas, A Knight About to Slay a Maiden
Stothard  Thomas, Two Men and a Woman Seated in St James’s Park
Leslie  Charles Robert, The Welshman
Lennox  Lord William Pitt, Caricature of the Duke of Wellington
Edridge  Henry, Farm Buildings
Edridge  Henry, Wells. A Gothic Gateway and Old Houses  the Tower of the Cathedral Just Visible
British School 18th century, Portrait of a Woman  Full Face  Head and Shoulders
British School 18th century, Caricature of Charles James Fox
British School 18th century, Sunday Walk  Caricature
British School 18th century, A Man with a Portfolio  Taking Snuff. Verso: Beginning of a Girl’s Head
British School 19th century, Caricature  Three Heads
Smirke  Robert, An Illustration: ?The Bastard
Browne  Hablot Knight, A Girl Leaning on a Stile
Browne  Hablot Knight, Mother with Baby  a Child Placing Bread in an Oven
British School 18th century, Head of a Man  Three-Quarters to Left in a Nightcap
British School 18th century, Grown Ladies Taught to Dance by Monsieur Allemande from Paris
Bunbury  Charles, Tub-Thumping Preacher
Spencer  Lady, Gallant and Gay Lothario. Caricature
Sala  George Augustus Henry, The Way It’s Done at the Casino. A Couple Dancing
British School 18th century, The Publicans’ Race. Semi-Caricature
Masters  E., Punch and Judy
Corbould  Richard, Invasion of Britain by the Romans
Corbould  Richard, Death of Thomas Becket
British School 18th century, Adam and Eve. Illustration
Sandby  Paul, The Boot and the Blockhead
British School 18th century, The Visiting Quack Doctor
British School 18th century, An Author or Actor before a Curtain. Design for a Frontispiece
British School 19th century, Caricature on the Birth of the Princess Royal
Mortimer  John Hamilton, The Captive
Mortimer  John Hamilton, An Ecorché Carrying a Shield
Mortimer  John Hamilton, Three Skeletons
Mortimer  John Hamilton, Two Ecorchés
Mortimer  John Hamilton, Two Girls  in Profile  One Carrying a Jug
Mortimer  John Hamilton, Head of a Man in a Cloth Headdress
Mortimer  John Hamilton, A Sea Monster with Fish
Mortimer  John Hamilton, Sheet of Studies; a Male Caryatid  an Urn  Acanthus Scrolls Etc. Verso: Sketches
British School 19th century, Design for a Stained Glass Window  the Last Supper and the Resurrection
Haden  Sir Francis Seymour, A House on a Hill. Verso: Study of Four Sheep
Constable  John, Tree Study
Chantrey  Sir Francis Legatt, Lichfield Cathedral  the Interior from the Organ
Wilson  Richard, A Fallen Tree Trunk  with a Seated Monk
British School 19th century, Street in Falaise. Verso: Figure  Seascape and Café Sketches
British School 19th century, A House. Verso: Small Sailing Ship
Browne  Hablot Knight, Two Children Drawing
Carwitham  Thomas, Illustration to Homer: The Gods Despatch Mercury
Carwitham  Thomas, Illustration to Ovid: The Death of Arachne
Flaxman  John, Design for the Setting of a Classical Statue; and a Farewell Scene  Figures in Classical Costume. ?Sophocles
British School 18th century, A Catafalque with Candles
Stevens  Alfred, Charity. Design for a Roundel
Munn  Paul Sandby, Severn and Wye. A Wide Hilly Landscape
British School 19th century, Distant View of a Town in Hilly Country  Two Fir Trees in the Foreground
Landseer  Sir Edwin Henry, Portrait of Mrs Henry Wells of Redleaf and Sketches of a Man’s Head in Profile  Leaning on his Hand
Turner  W., Part of High Street  Margate
British School 17th century, Study of a Pump
British School 17th century, Hounds Killing a Fox
British School 17th century, A Man Seated at a Long Desk or Easel  Another Standing
British School 17th century, Landscape with a Church
British School 17th century, A Man at a Window; a Child; Another Figure
Chatelain  Jean Baptiste Claude, Landscape
Chatelain  Jean Baptiste Claude, Landscape
Chatelain  Jean Baptiste Claude, Landscape
Chatelain  Jean Baptiste Claude, Landscape
Chatelain  Jean Baptiste Claude, Landscape
Chatelain  Jean Baptiste Claude, Landscape
Chatelain  Jean Baptiste Claude, Landscape
Chatelain  Jean Baptiste Claude, Landscape
Chatelain  Jean Baptiste Claude, Landscape. Verso: Landscape
Chatelain  Jean Baptiste Claude, Landscape
Oliver  Isaac, Charity
Downman  John, A Kitten
Downman  John, Rock on the Seashore at Nice
Downman  John, Thomas Williams  a Black Sailor
Downman  John, View of Roof Tops  Nice
Downman  John, Entrance to a Villa in the Walls of Rome
Downman  John, Celadon and Amelia
Downman  John, In the Wood near Albano
Downman  John, A Sleeping Girl
Downman  John, The Crater of Vesuvius
Downman  John, Chigi Park near L’Arriccia
Downman  John, A Tree Trunk near Albano
Hunt  William Henry, A Grindstone
Singleton  Henry, A Woman and Child
Singleton  Henry, A Woman Holding a Child
Singleton  Henry, A Woman  Half Length  Standing
Harding  The Hon. Charles Stewart  Viscount, Landscape  Cattle on an Island  a Castle Beyond
Flaxman  John, A Nymph with Putto
Flaxman  John, ‘T’is Innocence reposes here.’
Flaxman  John, The Lion at Exeter ‘Change
Flaxman  John, [title not known] Verso: Sketch of Drapery
Flaxman  John, [title not known] Verso: Group Figure Studies
Flaxman  John, [title not known] Verso: Two Compositional Figure Sketches
Flaxman  John, [title not known] Verso: Compositional Figure Sketches  and Architectural and Monument Sketches
Flaxman  John, [title not known] Verso: Compositional Sketch
Flaxman  John, The Evolution of Religious Architecture  after Le Moine and Michelinot
Flaxman  John, [title not known] Verso: Figure and Group Compositional Sketches
Flaxman  John, [title not known] Verso: Sketch of Monument
Flaxman  John, [title not known] Verso: Figure and Group Sketches
Flaxman  John, [title not known] Verso: ?Figure Sketch
Flaxman  John, [title not known] Verso: Two Compositional Sketches
Flaxman  John, [title not known] Verso: Sketch of a Head in Profile
Flaxman  John, [title not known] Verso: Sketch of Figure Group
Flaxman  John, [title not known] Verso: Figurative Sketches
Flaxman  John, [title not known] Verso: Three Sketches  Two of Mouth and Chin in Profile
Flaxman  John, [title not known] Verso: Sketches of Individual Figures and Horses’ Heads
Flaxman  John, [title not known] Verso: Sketch of Tondo
Flaxman  John, [title not known] Verso: Part of ?Map and ?Figurative Sketch
Flaxman  John, [title not known] Verso: Fourteen Group Figure Studies
Flaxman  John, [title not known] Verso: Sketch of Part of a Seated Figure
Flaxman  John, [title not known] Verso: Incomplete Studies of Head and Shoulders  Standing Figure and Woman with Child  and ?Part of Sketch
Flaxman  John, [title not known] Verso: Individual Figure Sketches
Flaxman  John, [title not known] Verso: Head and Shoulders of Figure Wearing Hat
Flaxman  John, [title not known] Verso: Sketches of Three Standing Women
Flaxman  John, [title not known] verso: Sketch of Group of Figures
Flaxman  John, [title not known] Verso: Three Figure Studies: One with Sword and Shield  One Standing in Action of ?Throwing and One Seated with ?Cloak
Flaxman  John, [title not known] Verso: Sketches of ?Diamond Jewellery
Flaxman  John, [title not known] Verso: Sketches of a Hand and ?Unidentified Subject
British School 18th century, A Ruined Villa in the Campagna
British School 19th century, View in Italy. Houses on Cliffs
Atkinson  John Augustus, A Belgian Waggon with Four Horses
Wilson  Andrew, Landscape Composition
Howitt  Samuel, Scene in a Wood
Hoppner  John, A Standing Woman  Right Arm Extended
Flaxman  John, Waiting on Sir Ed. Hales at St Stephens. Caricature
Holland  James, Ampezzo
Holland  James, Cottage Interior in North Wales
Murray  Charles Fairfax, Portrait of John Ruskin  Head and Shoulders  Full Face
British School 18th century, A Boy  Seated
Hoppner  John, A Standing Woman  Facing to Right
British School 18th century, The Colosseum from Within
British School 18th century, A Sandpit
British School 19th century, Broughton Church  near Brigg  Lincolnshire
British School 18th century, An Alpine Lake  with Boat in the Foreground
British School 18th century, Kenilworth Castle
British School 19th century, View on the Meuse or Moselle
British School 19th century, Haughton Conquest: The Ruined House
British School 19th century, Haughton Conquest: The Ruined House
British School 17th century, Studies of Men Smoking
British School 17th century, A Rider  a Woman and Child
Hunt  William Henry, A Cottage in a Marsh
Hunt  William Henry, A ?Cairn under a Stormy Sky
Hunt  William Henry, A Wide Seascape
Hunt  William Henry, Two Ships on the Sea  a Hulk on the Shore
Hunt  William Henry, A Small Ship at Sea under a Bank of Cloud
Hunt  William Henry, Head of a Young Man  Looking Down
Hunt  William Henry, Head of a Boy
Hunt  William Henry, Head of an Old Man
Hunt  William Henry, A Landscape
Hunt  William Henry, A Cottage
Hunt  William Henry, A Man Leaning against a Felled Tree
Hunt  William Henry, A Photographer
British School 18th century, Figures Dancing or Brawling
British (?) School, An Ornament with Serpents
Serres  John Thomas, The Courtyard of an Inn at Tivoli
British (?) School, Copy of a Heraldic Manuscript: A Woman  a Small Dog and a Coat of Arms with Crest
British School 18th century, Portrait of a Girl  Half Length
O'Connor  James Arthur, A Sailing Ship  Other Ships in the Distance
British School 18th century, A Cottage and Some Distant Trees
British School 18th century, Hill between Two Clumps of Trees
British School 19th century, A Moorish Mosque or Fort
British School 17th century, Decapitation of St John
Shelley  Samuel, A Woman Pointing to a Child Leading a Horse. Verso: Study of a Male Figure
British School 19th century, A College Crypt
Millais  Sir John Everett  Bt, The Search. Verso: Sketch
Lewis  George Robert, Studies of Carts at Ghent
Lewis  George Robert, Studies of Carts at Brussels
Bonington  Richard Parkes, A Historical Scene
Geikie  Walter, Four Small Views of Coquet Islands and Holyhead Castle
Geikie  Walter, Little Anderson Close
Geikie  Walter, Figure studies. Verso: Hills by the Sea
British School 19th century, A French Church with Square Tower
Richards  John Inigo, Country Scene  with Travellers
Rebecca  Biagio, Apollo
British School 19th century, A Heroic Male Nude  Standing
British School 17th century, A Ruin
British School 18th century, Tree  Lake and Distant Mountains
British School 18th century, Figures in a Mountainous Landscape
Cuitt  George  Junior, Carew Castle  Pembrokeshire
British School 18th century, Polyphemus
British School 18th century, Study of Nude Figure
British School 18th century, Study of Nude Figure
British School 18th century, Study of Nude Figure
British School 18th century, Study of Nude Figure
Smallwood  William Frome, All Saints  Warwick  with Details
Smallwood  William Frome, A Courtyard between Highly Ornate Tudor Buildings
Neale  John Preston, View of Marnhead  Devonshire
Briggs  Henry Perronet, Head of a Girl
British School 19th century, A Cottage  and a Seated Figure under a Tree
British School 18th century, Indian Coolie  Carrying a Basket
British School 19th century, Two Girls  One Seated  the Other Dressing her Hair
Ryley  Charles Reuben, Three Recumbent Men in Tricorne Hats
British School 19th century, View of a French Town
